lat,lon
56.19964806496286,10.15822670645621
56.20459595181826,10.24349994336019
56.21652264980573,10.28951380687832
56.11003744226802,10.23211717608348
56.21902845851939,10.15438195555394
56.25587555791785,10.34214638703917
56.16572845190485,10.00537680271468
56.1041917099016,10.10569523402015
56.19956720099677,10.07594604794934
56.14312829877839,10.14377204335116
56.17690200689635,10.15567686794157
56.20705317321604,10.25933488768825
56.07701110145913,10.15061694509631
56.13258903557859,10.12856739890549
56.14827222495898,10.19232691817456
56.25138805500466,10.19756973817065
56.14994106026172,10.08329566760511
56.0415977227528,10.14574103890788
56.17573069938684,10.20040349890626
56.2545499924468,10.12786965430111
56.14149056242679,10.20875941301396
56.13645709754824,10.15169532674575
56.25906538155461,10.26593937533194
56.10291802365958,10.23430203630129
56.11848499811899,10.19350543947096
56.13743731937232,10.20398707974073
56.04148311584117,10.19375956015565
56.04393337070111,10.09389927502748
56.15843998724627,10.08770670996974
56.12443881273808,10.06468165374297
56.03530951700601,10.2392867048635
56.22299031702126,10.1714541829229
56.19682515029965,10.17740596004486
56.16991568246969,10.05493747184498
56.15259588392065,10.16922213646114
56.02901191132565,10.20493450538675
56.23343650988723,10.26447660147868
56.22660283813823,10.13985571632757
56.23460136313509,10.32038311926664
56.09701257892997,10.06512021870963
56.1065092790684,10.16637386866552
56.22210465284682,10.23745174510205
56.16017171674645,10.13097052404787
56.21195578022046,10.1325816835904
56.02131891816116,10.08438016716091
56.2285244346437,10.24041871215515
56.18065270929175,10.16978288227168
56.12554981838159,10.06182792034344
56.23035676586936,10.20546641124027
56.15714406675333,10.2076786169932
56.11111431508148,10.13250269708494
56.03400746492213,10.10497264431827
56.15393412555535,10.05983052557949
56.15498731053219,10.18510901289262
56.10900293094475,10.07930246525176
56.19453887139296,10.22476371055087
56.17382372155636,10.20744464869827
56.24199054161351,10.21782544715473
56.1406174731245,9.967845197040294
56.20165721271472,10.07789396460258
56.16490759729384,10.14079484179065
56.13140236000523,10.15625712693691
56.11067415934303,10.07858545296687
56.17299029744051,10.12308023628506
56.12105569039105,10.19213924790217
56.03651661805506,10.18482192656647
56.17699143730572,10.19329259811552
56.18621277746645,10.06015460790301
56.22133265930923,10.15131039287378
56.24717999450658,10.29783438946548
56.13056622220877,10.03787589910855
56.16567999949775,10.0961218026283
56.1494872827411,10.02831781084969
56.30249316345637,10.2647936172724
56.1231617264033,10.09851335377143
56.19917152079472,10.17427682642732
56.10634374157069,10.13471495163623
56.19068603322518,10.15941992014288
56.11529364751599,10.1773082119932
56.3031390196433,10.20845672517845
56.08824773490543,10.22190156954271
56.20913319792183,10.21504866238705
56.24733776645143,10.27552837800997
56.13864979101707,10.19890072623569
56.20756669189775,10.20822711977029
56.04451507163147,10.26315208888206
56.25508278016372,10.30016676432417
56.213146900638,10.02974124993518
56.19028015725643,10.12364316841817
56.23779640776601,10.2214355053243
56.13489118805678,10.1573508920968
56.12512424714284,10.20794967470033
56.22361513098654,10.26781878905983
56.11487232280147,9.988554382815671
56.21181738945273,10.15192502374681
56.12671671322658,10.13886703354821
56.18420271370145,10.23082510131507
56.12771752664816,10.19608414837679
56.14890366514894,10.00629344268875
56.12464897266278,10.17099862589934
56.21064847289963,10.26888807364747
56.28652898950079,10.34845300583916
56.11217974813766,10.16912953424374
56.01996352477912,10.11987731158556
